inchikey,std_smiles,pchembl_DprE1,pchembl_InhA,pchembl_KasA
GYPJCAPNWXJBPL-JETBFYLOSA-N,CC[C@H](C)[C@H](NC(=O)[C@@H](N)CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)NC12NC(=O)C3(O)C4C5CC(C6C5C3C61)C42,,5.3,
GYVMEIFMNCTCMZ-LGDXJAAOSA-N,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)C(C)(C)C,,9.620000000000001,
GZALNWIASRJIHT-UHFFFAOYSA-N,FC(F)(F)c1nc(-c2ccc(CNC3CCN(c4ncccn4)C3)cc2)no1,,,6.17
GZRMIZIFZPPLNT-UHFFFAOYSA-N,COc1ccc(C(=O)CN2C(=O)NC(C)(c3ccc(S(N)(=O)=O)cc3)C2=O)cc1,6.5,,
GZSJHUHVDVWRCO-AWEZNQCLSA-N,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc(CCCCC(=O)NO)c2ccccc2n1,,,5.71
GZVYPWGMFRARFF-AYRHNUGRSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CN(CC(N)=O)[C@H]2CCOC2)cc1OC,,8.0,
GZYIORBXSPEZLZ-HOJQFYOHSA-N,CC(=O)SCC/C=C/[C@@H]1CC(=O)N[C@H](C(C)C)C(=O)N[C@H](Cc2cn(C)cn2)C(=O)N[C@H](C(C)C)c2cn(nn2)CC(=O)O1,,,5.79
HACPSCZAVPAEID-UHFFFAOYSA-N,CC(C)(C)OC(=O)Nc1ccc(-c2cc(NC(=O)CCCCCCC(=O)NO)no2)cc1,,,5.16
HACUHRDPZRXYSI-RPWUZVMVSA-N,O=C(NO)c1ccc(CCCN2CCC(CN[C@H]3C[C@@H]3c3ccccc3)CC2)cc1,,,7.15
HAJHDMHFDQUTII-UHFFFAOYSA-N,COc1cc(OC)cc(-c2ccc3c(NC(=O)CCCCCCC(=O)NO)n[nH]c3c2)c1,,,8.36
HALZKCFDBAZJKF-UHFFFAOYSA-N,CC(C)(C)c1cccc(C(=O)N(CC2CC2)c2ccc(C(=O)NO)cc2)c1,,,7.205
HAPWXFMEXBTXSE-UHFFFAOYSA-N,COc1ccc2cc(-c3nc(C(=O)NO)co3)ccc2c1,,,4.54
HARGZZNYNSYSGJ-JTQLQIEISA-N,Cc1cccc2c3c(ccc12)C1=C(C(=O)C3=O)[C@@H](C)CO1,,4.3,
HBEDNENASUYMPO-IBGZPJMESA-N,O=C(NO)c1ccc(CN2c3ccccc3NC(=O)[C@@H]2Cc2cccs2)cc1,,,5.92
HBEDNENASUYMPO-LJQANCHMSA-N,O=C(NO)c1ccc(CN2c3ccccc3NC(=O)[C@H]2Cc2cccs2)cc1,,,6.16
HBKXKIGCMXKNTC-VXLYETTFSA-N,O=C(COc1ccc2cc(/C=C3/SC(=O)NC3=O)ccc2c1)Nc1ccc(Br)cc1,,,4.8
HBNSYDADLFRPNT-UHFFFAOYSA-N,CC(C)c1cc(C(=O)N2Cc3ccc(NC(=O)CCCCCCCCC(=O)NO)cc3C2)c(O)cc1O,,,5.43
HBOMISXRZUHCSH-UHFFFAOYSA-N,O=C(NO)c1ccc(CN(Cc2cccnc2)S(=O)(=O)c2cc(F)c(F)c(F)c2F)cc1,,,6.5
HBPIRFOTRWYEMS-DBXVSBKESA-N,CC(C)C[C@H]1CC(=O)N[C@@H](C)C(=O)N[C@@H](CSCCC(=O)O)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N1,,,5.22
HBVUWAOBSCOTHE-OFAXGOBFSA-N,COc1ccc2c(c1)C[C@H](C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)S2(=O)=O,,7.72,
HBXWERWUFYJAFL-DKUDOZJNSA-N,CCN1CCC[C@@H](n2c(Cc3ccccc3)nc(C)c2-c2cccc(/C=C/C(=O)NO)c2)C1,,,7.0
HBZSEDOTUPFFRT-AWEZNQCLSA-N,CC(C)(C)OC(=O)NCC(=O)N1CC2(C[C@H]1C(=O)NCCCCCC(=O)NO)SCCS2,,,5.92
HCEDLZCUHOEHNH-FQEVSTJZSA-N,CN1CC(C(=O)N[C@@H](CCCCCC(=O)c2ccon2)c2ncc(-c3ccccc3F)o2)C1,,,7.5
HCNMRTPCSYEDHP-NNLACLLQSA-N,COc1ccc(CNC(=O)[C@H]2N(C(=O)[C@@H](O)[C@H](Cc3ccccc3)NC(=O)O[C@H]3CO[C@H]4OCC[C@H]43)CSC2(C)C)c(C)c1,,8.69,
HCPFWRDPFXZWGW-UHFFFAOYSA-N,O=C(NO)c1ccc(C(=O)Nc2ccccc2)cc1,,,6.16
HCPJONOCDRERJJ-FQEVSTJZSA-N,Nc1ccccc1NC(=O)c1ccc(CNC2=N[C@@H](Cc3ccccc3)CS2)cc1,,,4.46
HCPJONOCDRERJJ-HXUWFJFHSA-N,Nc1ccccc1NC(=O)c1ccc(CNC2=N[C@H](Cc3ccccc3)CS2)cc1,,,4.9
HCQZNXAXIGUKEB-UHFFFAOYSA-N,Cc1nnc(CC(=O)N(Cc2ccc(-c3noc(C(F)(F)F)n3)cc2)c2cccc(C(F)(F)F)c2)n1C,,,5.64
HCZMRRZYIBUPSV-VMPITWQZSA-N,CC12CC3CC(C)(C1)CC(NC(=O)/C=C/c1ccc(C(=O)NO)cc1)(C3)C2,,,6.21
HDARVHRSUDNPTF-UHFFFAOYSA-N,COc1ccc2c(c1)c1c(n2Cc2ccc(C(=O)NO)cc2)CN2CC1C(=O)N(C)C2=O,,,6.91
HDFHKIRETKKWOT-QIFDCKBDSA-N,COC[C@@H]1C[C@@H]2[C@H]3[C@H](CO[C@H]3O1)C[C@@H]2OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(OC)cc1,,10.05,
HDSCKMFXZZJXLD-PYGKZIJASA-N,CC[C@@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@](O)(CN(C)Cc3ccc(-c4cn(CCC(=O)NO)nn4)cc3)[C@H](C)O2)[C@@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,,,5.65
HDZJMUKQTFZUGE-VOTSOKGWSA-N,Cc1nc(-c2cccc(/C=C/C(=O)NO)c2)n(CCN2CCOCC2)c1C,,,6.7
HEADQRPOZLZZRR-YPKYBTACSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CN(c3cccc(NC(C)=O)c3)C(=O)O2)cc1,,9.91,
HECBRMPKGMWNPZ-ZHBFVTLJSA-N,CCC(=O)CCCSC[C@@H]1NC(=O)[C@H](C)NC(=O)C[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O,,,5.31
HETQOWPCHKBEFO-UHFFFAOYSA-N,C[n+]1cccc(Br)c1,,,5.1
HEUQOHBKGSLDIE-UHFFFAOYSA-N,O=C(NO)C(Cc1ccccc1)c1cnc2c(Cl)cccn12,,,6.43
HEYOTJDDLVYXGZ-JYRVWZFOSA-N,CC(C)(C)c1ccc(CS(=O)(=O)Nc2ccc(/C=C\C(=O)NO)cc2)cc1,,,7.0
HFDJXCMUIIRHMA-UHFFFAOYSA-N,CC(C)c1ncncc1C(=O)N(Cc1ccc(-c2noc(C(F)(F)F)n2)cn1)c1cccc(F)c1,,,5.51
HFFOCGFIJMCQCW-HOTGVXAUSA-N,O=C(CCCCC[C@H](NC(=O)[C@@H]1CCCC(=O)N1)C(=O)Nc1ccccc1)NO,,,7.01
HFIJSVHGZTZLHT-CMDGGOBGSA-N,O=C(/C=C/c1ccccc1Oc1c(Cl)cccc1Cl)NO,,,6.33
HFIVCMJWKICFLR-UHFFFAOYSA-N,O=C(NO)c1ccc2c(c1)CC(Nc1nccc(-c3ccc(C(F)(F)F)cc3)n1)CC2,,,5.77
HFIZLMHAIAWSRP-YVKVUSPHSA-N,CC1(C)CC[C@]2(C(=O)NCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)c6ccccc6C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,,5.66,
HFKXYYJBMLALAZ-UHFFFAOYSA-N,COc1ncccc1OCc1ccc(-c2noc(C(F)(F)F)n2)c(F)c1,,,4.35
HFLWCVWBMKPMNV-UHFFFAOYSA-N,NC(=O)c1ncccc1NCc1ccc(-c2noc(C(F)(F)F)n2)cn1,,,5.66
HFNKXIFLASISIY-MODSEPLJSA-N,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(OCC(=O)O)c(OC)c2)ccc1OCC(=O)O,,,4.85
HFSPMEKDSLGQIJ-UHFFFAOYSA-N,Fc1ccccc1NCc1ccc(-c2noc(C(F)(F)F)n2)cc1,,,4.89
HFTPEFGKDFCIRR-UHFFFAOYSA-N,S=C1Sc2cc(Cl)ccc2C2=NCCCN12,,,5.27
HFTRJIHLZBXXJY-BOKFPMFRSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](CC23CC4CC(CC(C4)C2)C3)NC(=O)O[C@@H]2CO[C@@H]3OCCC[C@@H]32)cc1,,7.62,
HFTRJIHLZBXXJY-OXBVGAEHSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](CC23CC4CC(CC(C4)C2)C3)NC(=O)O[C@H]2CO[C@H]3OCCC[C@H]32)cc1,,8.72,
HGCZGYHCBRKJNB-UHFFFAOYSA-N,CC1(C)c2ccccc2N(Cc2ccc(C(=O)NO)cc2)C1c1cccnc1,,,5.66
HGEIBVWWHNNUQS-JLHYYAGUSA-N,O=C(/C=C/c1ccc(C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)Nc2cccc(Br)c2)cc1)NO,,,6.55
HGLGWAOKLCBLGB-VQHVLOKHSA-N,C=C(c1cc(OC)c(OC)c(OC)c1)c1ccc2c(c1)c(/C=C/C(=O)NO)cn2C,,,6.62
HGMBPYABKCFTMP-GDNBJRDFSA-N,O=C(CCCCC(=O)Nc1ccc2c(c1)/C(=C/c1ccc[nH]1)C(=O)N2)NO,,,6.51
HGNOIOIARKTZHG-QFIPXVFZSA-N,O=C(COc1ccc2c(c1)CN[C@H](C(=O)Nc1ccc(-c3ccccc3)cc1)C2)NO,,,5.66
HHAFGLUSRSKGJZ-BGERDNNASA-N,O=C1N[C@@H](Cc2ccccc2)C([O-])[N+]2(CCCCC2)N1Cc1ccccc1,,4.52,
HHDICTUTXIOTBC-WOJGMQOQSA-N,CN(C)c1ccc(C(=O)N/N=C/c2ccc(C(=O)NO)cc2)cc1,,,6.64
HHDQWMHNXRESPD-FMIVXFBMSA-N,O=C(/C=C/c1ccc(C(=O)NCCCOc2no[n+]([O-])c2S(=O)(=O)c2ccccc2)cc1)NO,,,6.34
HHEJLIRVCLXQMR-UHFFFAOYSA-N,CCCCCC(CCCCCC(=O)Nc1ccccc1)C(=O)NO,,,5.89
HHIRKUWNXWZRBC-MHZLTWQESA-N,CCC(=O)CCCCC[C@H](NC(=O)C1CCC2(CC1)CN(C)C2)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,,,5.71
HHKWKXOCHWLVQU-UHFFFAOYSA-N,NC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(N)=O)c3)C(Cc3ccc(F)cc3)C(O)C2CCc2ccc(F)cc2)c1,,9.51,
HHMICRSZZUPIEW-UHFFFAOYSA-N,COc1ccc(C(=O)NO)cc1CS(=O)(=O)Nc1ccc2c(c1)cc(C)c(=O)n2C,,,6.8
HHOAGKWAQGWVOR-UHFFFAOYSA-N,CCc1ccc(C(=O)NO)cc1NCc1ccccc1,,,6.87
HHQXJLIYMOWZRJ-UHFFFAOYSA-N,COC(=O)CCc1cc(C(F)(F)F)cc2c(=O)nc(N3CCN(CC4CCCCC4)CC3)sc12,5.27,,
HHSVXEFQUUMNOF-BPUVTEHRSA-N,O=C(N[C@@H]1c2ccccc2C[C@@H]1O)[C@@H](Cc1ccccc1)C[S+]([O-])C[C@H](Cc1ccccc1)C(=O)N[C@@H]1c2ccccc2C[C@@H]1O,,7.68,
HHSVXEFQUUMNOF-XKCOPMADSA-N,O=C(N[C@H]1c2ccccc2C[C@H]1O)[C@H](Cc1ccccc1)C[S+]([O-])C[C@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,,7.28,
HHXJZWDJGXHYIY-JHOUSYSJSA-N,COCc1coc(CN(C)C(=O)c2cccc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc(OC)cc3)c2)n1,,9.515,
HIEFOIISQBSAEQ-HSZRJFAPSA-N,COc1cc2cc(c1)COc1ccccc1NC(=O)[C@@H](CCCCCC(=O)NO)OCCC2,,,7.04
HIEFOIISQBSAEQ-QHCPKHFHSA-N,COc1cc2cc(c1)COc1ccccc1NC(=O)[C@H](CCCCCC(=O)NO)OCCC2,,,6.87
HIEFOIISQBSAEQ-UHFFFAOYSA-N,COc1cc2cc(c1)COc1ccccc1NC(=O)C(CCCCCC(=O)NO)OCCC2,,,6.35
HIJYEAFQZCOQSK-FIZHSGQXSA-N,CC(C)(CC(=O)O)CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)NCCCCCC(=O)NCC(=O)O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,,4.41,
HIKRXEASUUGCMM-OAQYLSRUSA-N,Nc1ccccc1NC(=O)c1ccc(CNC2=NC[C@H](c3ccccc3)O2)cc1,,,5.09
HILOGQFPJXQMJM-LOSJGSFVSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)Cn2cc(CO)c(=O)[nH]c2=O)cc1,,8.04,
HIOSTHUWDVSFSC-DWLLRXHWSA-N,CC[C@H]1OC(=O)[C@@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@](O)(CN(C)Cc3ccc(-c4cn(CCCCCCC(=O)NO)nn4)cc3)[C@H](C)O2)[C@H](C)[C@H](O[C@H]2O[C@@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@@](C)(O)C[C@H](C)CN(C)[C@@H](C)[C@H](O)[C@@]1(C)O,,,6.09
HIRIPALSGSYRAK-UOFCQELBSA-N,CC1(C)CC[C@]2(C(=O)NCCCCCCCCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)c6ccccc6C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,,6.06,
HISVJWWQAMOUNR-UHFFFAOYSA-N,CCCCS(=O)(=O)NC1CCc2ccc(C(=O)NO)cc2C1,,,6.04
HITGCYFBCQIVNF-YYIFNNQBSA-N,CC[C@@H]1OC(=O)[C@@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@](O)(CN(C)Cc3ccc(-c4cn(CCCCC(=O)NO)nn4)cc3)[C@H](C)O2)[C@H](C)[C@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@](C)(OC)C[C@H](C)C(=O)[C@@H](C)[C@@H](O)[C@@]1(C)O,,,5.74
HIUZJGAIVBIICC-XZWHSSHBSA-N,CCCNC(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN(CC(C)C)S(=O)(=O)c2ccc(OC)cc2)c1,,7.6,
HJEPQLVROCPUSB-MDZDMXLPSA-N,CN1C(=O)C2CN(Cc3c2c2ccccc2n3Cc2cccc(/C=C/C(=O)NO)c2)C1=O,,,7.88
HJGPQKXUCGZQTB-UHFFFAOYSA-N,O=C(Cn1ncccc1=O)N(Cc1ccc(-c2noc(C(F)(F)F)n2)cc1)c1cccc(C(F)(F)F)c1,,,5.66
HJLUMTTXMPIFIX-NJROBQDNSA-N,C=C1[C@@H](C)[C@H]2[C@H](Cc3ccccc3)NC(=O)[C@]23[C@H](OC(C)=O)/C=C/[C@@H](C)C[C@@H](CO)C/C=C/[C@H]3[C@@H]1O,,4.66,
HJMDJXLILODJOH-UHFFFAOYSA-N,Cn1nccc1-c1ccc2c(cnn2C(Cc2ccccc2)C(=O)NO)n1,,,6.43
HJPIJALRLZVGMS-MDZDMXLPSA-N,O=C(CCCc1csc(/C=C/c2ccccc2)n1)NO,,,5.81
HJQZGXABNBZCDG-UHFFFAOYSA-N,O=C(NO)c1coc(-c2cccs2)n1,,,5.09
HJRKJRRVVLTMET-UHFFFAOYSA-N,CC1(c2ccc(S(N)(=O)=O)cc2)NC(=O)N(CC(=O)c2ccccc2C(F)(F)F)C1=O,7.0,,
HKDJCRDJEKJPFA-UHFFFAOYSA-N,S=C1Oc2ccccc2C2=NCCCN12,,,5.02
HKGUNQCCAGITDN-UHFFFAOYSA-N,O=C(CCCCCONC(=O)c1c(Cl)cncc1Cl)NO,,,4.72
HKISHKJJYBCZQL-UXBLZVDNSA-N,CCc1nc2cc(/C=C/C(=O)NO)ccc2c(=O)n1CCc1ccc(F)cc1,,,6.05
HKJCMFRABFUAJX-UHFFFAOYSA-N,O=C(CCCCCn1c(=O)c(-c2ccc(Cl)cc2Cl)cc2cnc(NC3CC3)nc21)NO,,,6.72
HKSSDMSQRHFDFA-UHFFFAOYSA-N,CCS(=O)(=O)N1CCN(c2nc(=O)c3cc(S(C)(=O)=O)cc([N+](=O)[O-])c3s2)CC1,5.17,,
HKZARAXBEILMNZ-RKYWRJNLSA-N,CC[C@@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2C[C@](C)(OC)[C@H](O)[C@@H](C)O2)[C@@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)Cc3ccccc3-c3cn(CCCCCC(=O)NO)nn3)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,,,5.37
HMBQXLWLFWBPTA-UHFFFAOYSA-N,O=C(CCCCCCNC(=O)C(O)(O)C(F)(F)F)Nc1ncc(-c2ccccc2)s1,,,4.68
HMGPSDPNANTYKH-AATRIKPKSA-N,O=C(/C=C/c1ccccc1Cl)NO,,,7.27
HMIQPPRQWABYPJ-UHFFFAOYSA-N,Cc1cccc(C(=O)NO)c1,,,5.48
HMJYQUAVTIECII-UHFFFAOYSA-N,CC(C)(C)C(=O)N1Cc2ccc(C(=O)NO)cc2C1,,,5.89
HMTJEOJSDFUEKT-UHFFFAOYSA-N,Nc1ccccc1NC(=O)c1ccc(CNC2=NC(=O)C(c3ccccc3)N2)cc1,,,5.1
HMXFCVJIASWKMB-CYBMUJFWSA-N,CCCN(CCC)C[C@@H](C)NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,,,5.54
HMZAFAMGNRZJEH-ZZXKWVIFSA-N,O=C(/C=C/c1ccc(-c2cc(CN3CCOCC3)on2)cc1)NO,,,6.9
HNAPFMFAGIZCIF-NSCUHMNNSA-N,Cn1cc(C=O)cc1/C=C/C(=O)NO,,,4.91
HNEIRZJZTYYDES-VPZBFSRCSA-N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc2c(c1)OCO2,,10.85,
HNGJEOPMLZICAR-IATAYSHHSA-N,COC(=O)N[C@H](C(=O)NN(CC[C@@]1(Cc2ccccc2)C(=O)N([C@H]2c3ccccc3C[C@H]2O[Si](C)(C)C(C)(C)C)C[C@H]1O[Si](C)(C)C(C)(C)C)Cc1ccc(Br)cc1)C(C)(C)C,,6.12,
HNGJEOPMLZICAR-MFYPRNPOSA-N,COC(=O)N[C@H](C(=O)NN(CC[C@@]1(Cc2ccccc2)C(=O)N([C@H]2c3ccccc3C[C@H]2O[Si](C)(C)C(C)(C)C)C[C@@H]1O[Si](C)(C)C(C)(C)C)Cc1ccc(Br)cc1)C(C)(C)C,,6.1,
HNLYIARTDSNTMM-UHFFFAOYSA-N,O=C(C(Cc1ccc(-c2noc(C(F)(F)F)n2)cn1)c1cccc(C(F)(F)F)c1)N1CC[S+]([O-])CC1,,,5.0
HNNSHRLHFRPHCC-UHFFFAOYSA-N,O=C(CCCCCN1C(=O)c2cccc3c(Nc4ccccc4)ccc(c23)C1=O)NO,,,5.39
HNRWFFAFRXKVJM-PMERELPUSA-N,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(OCc4cn(CCCCCCC(=O)NO)nn4)ccc3nc2-1,,,5.98
HNWCTWWOZNEODD-DFZYYHQFSA-N,C=C(C)[C@@H]1CC[C@]2(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc([N+](=O)[O-])cc3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,,5.98,
HOCVGRINDQNQSX-XIFFEERXSA-N,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N(CCCCN(Cc2ccccc2)C(=O)OCc2cncs2)Cc2ccccc2)C(C)C)cs1,,4.64,
HOCZYCPBXJHJMW-UHFFFAOYSA-N,OCc1ccnc(NCc2ccc(-c3noc(C(F)(F)F)n3)cn2)c1,,,6.06
HOEYREWWKWALTQ-AATRIKPKSA-N,O=C(/C=C/C1CCN(Cc2csc3ccccc23)CC1)NO,,,5.89
HOFGLVFPEGFCCX-YLDWGVLHSA-N,CNC(=O)/C(CCCCC[C@H](NCc1ccc(OC)cc1)C(=O)Nc1ccccc1)=N\O,,,4.02
HONLBMJVWSMASP-UHFFFAOYSA-N,O=C(CCCCCC1OCCCCCCCOc2ccccc2NC1=O)NO,,,6.54
HOPVYENWJZJIIK-UHFFFAOYSA-N,COc1cc(C(=O)c2csc(-c3ccc(NC(=O)CCCCCC(=O)Nc4ccccc4N)cc3)n2)cc(OC)c1OC,,,5.07
HORXBWNTEDOVKN-UHFFFAOYSA-N,O=C(NCC1(c2nc(-c3ccccc3)cs2)CCOCC1)c1cccc(-c2noc(C(F)(F)F)n2)c1,,,5.4
HOUATVYKZNXNKW-UHFFFAOYSA-N,Cc1nc(COc2cc(-c3noc(C(F)(F)F)n3)ccn2)no1,,,6.21
HPCPCLJRBNRLLW-UHFFFAOYSA-N,CCc1nc2c(Cc3ccc(C(=O)NO)cc3)cccc2c(=O)n1CCc1ccccc1,,,6.55
HPDCYUTYBXNNNV-UHFFFAOYSA-N,O=C(NO)c1ccc(CNCc2ccccc2)cc1,,,5.46
HPDGNTVEPAKSPV-UHFFFAOYSA-N,CC(C)(C)OC(=O)Nc1cccc(-c2cc(C(=O)NCCCCC(=O)NO)no2)c1,,,5.24
HPNRVPHONJCSQC-KRWDZBQOSA-N,N[C@@H](CCCCCC(=O)c1ccon1)c1cnn(-c2ccc(F)cc2)c1,,,6.33
HPUVMDIYWQAVAY-ZCCUTQAASA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CCO[C@H]3CCC[C@H]32)cc1,,8.85,
HPWOWDGKGVPHHW-RPWYQEBTSA-N,COC(=O)N[C@H](C(=O)Nc1ccccc1CC[C@@H]1CN[C@H](COC(=O)N[C@@H]2CCc3ccccc32)CO1)C(c1ccccc1)c1ccccc1,,8.01,
HPWOWDGKGVPHHW-ZPULPCPSSA-N,COC(=O)N[C@H](C(=O)Nc1ccccc1CC[C@@H]1CN[C@H](COC(=O)N[C@H]2CCc3ccccc32)CO1)C(c1ccccc1)c1ccccc1,,8.46,
HPYFCOMJDOTJLE-HNNXBMFYSA-N,O=C(CCCCCNC(=O)[C@@H]1CC2(CN1C(=O)C1CCNCC1)SCCS2)NO,,,5.55
HQAHZUWVVKNTRB-UHFFFAOYSA-N,Cc1cc(C)c(CNC(=O)c2cc(C)n(-c3cccc(NC(=O)CCCCCCC(=O)NO)c3)c2C)c(=O)[nH]1,,,6.96
HQKRDBQABOGGON-UHFFFAOYSA-N,CN1CC=C(c2cccc3c2cnn3C(Cc2ccccc2)C(=O)NO)CC1,,,6.43
HQLYDYYQRFGZDZ-FQEVSTJZSA-N,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(CCCCCC(=O)NO)c2c(=O)n1-c1ccccc1,,,6.6
HQNGZWWMGFWVOO-HLYNNXGTSA-N,CCCC[C@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](N)CCCNC(=N)N)C(C)C)C(=O)O,,8.59,
HQPCDAHPBGFJEA-UHFFFAOYSA-N,O=C(NO)c1ccc(CN(Cc2ccccc2)S(=O)(=O)c2cc(F)c(F)c(F)c2F)cc1,,,6.81
HQPNYJNERIHGSH-UHFFFAOYSA-N,O=C(NO)C(Cc1ccccc1)n1ncc2cc(C3CCC(N4CCCC4)CC3)ccc21,,,6.9
HQTJYLZBKXSBEN-UHFFFAOYSA-N,COc1ccc(C(=O)c2ccc3c(ccn3Cc3ccc(C(=O)NO)cc3)c2)cc1OC,,,6.12
HQVSMMXKDYANJJ-UHFFFAOYSA-N,COc1cc2ncnc(Nc3ccc(Cl)cc3Cl)c2cc1OCCCCCC(=O)NO,,,8.28
HRGPYVNRLXCDAX-RGZYMCLJSA-N,CC(C)C[C@H](NC(=O)[C@H](CSCCOCCOCCSC[C@H](NC(=O)CCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)NC(=O)CCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,,5.19,
HRIQVCCRXNQUAH-KPKJPENVSA-N,O=C(/C=C/c1cccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)c1)NO,,,6.2
HRJQEJQMZLHBPO-SYWNZNGQSA-N,CC(=O)SCC/C=C/[C@@H]1CC(=O)N[C@H](C(C)C)C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@H](C(C)C)c2cn(nn2)CC(=O)O1,,,5.75
HRKITJYWVNASHR-PKNBQFBNSA-N,CCCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCNC(C)C,,,7.03
HRMSPADHUDDHPW-FTJBHMTQSA-N,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1ncc(-c2ccc3c(=O)n(C)ccc3c2)[nH]1,,,5.25
HRNLUBSXIHFDHP-UHFFFAOYSA-N,Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,,,4.46
HRNXBLXENLBDFN-IJOLKFQISA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2C[C@H]3OC(=O)N(C)[C@H]3C2)cc1,,10.52,
HRNXBLXENLBDFN-KFRGZICISA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@@H]2C[C@@H]3OC(=O)N(C)[C@@H]3C2)cc1,,9.8,
HRPWSVHEQTVQBL-XTCMURJCSA-N,COC(=O)N[C@H](C(=O)NN(CCC[C@@](O)(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)Cc1ccc(-c2cn3ccsc3n2)cc1)C(C)(C)C,,8.64,
